id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to
1258089216086548480,1258089216086548480,1588786817000,2020-05-06,13:40:17,EDT,2833837928,aryvideos,ARY Videos,,خیبرپختونخواہ ووہان بننے والا ہے. ارشاد بھٹی نے وجہ بتادی #PMImranKhan #COVID19InPakistan #IrshadBhatti https://videos.arynews.tv/kp-to-become-next-wuhan-warns-irshad-bhatti/ …,[],['https://videos.arynews.tv/kp-to-become-next-wuhan-warns-irshad-bhatti/'],[],2,0,1,"['#pmimrankhan', '#covid19inpakistan', '#irshadbhatti']",[],https://twitter.com/ARYVideos/status/1258089216086548480,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}]"
1258021701679493121,1258021701679493121,1588770721000,2020-05-06,09:12:01,EDT,1253433546812915712,wazirzuhan,ZUHAN WAZIR,,I am again saying if exams takes place then they'll be the examiner  #Saynotoboardexams #noexams #covid19inpakistan #fbise # pic.twitter.com/8PTJKTtmOu,[],[],['https://pbs.twimg.com/media/EXVkD5rVAAIAc8J.jpg'],1,6,4,"['#saynotoboardexams', '#noexams', '#covid19inpakistan', '#fbise']",[],https://twitter.com/WazirZuhan/status/1258021701679493121,False,,0,,,,,,,"[{'user_id': '1253433546812915712', 'username': 'WazirZuhan'}]"
1256557340167303169,1256557340167303169,1588421590000,2020-05-02,08:13:10,EDT,868007548586274816,dbhaskarhindi,Dainik Bhaskar Hindi,,#Lockdown: कोरोना वायरस के बीच 5 मई को 193 पाकिस्तानी नागरिकों को उनके घर भेजेगी केंद्र सरकार #Coronavirus #COVID19inPakistan #MEA  https://www.bhaskarhindi.com/national/news/lock-down-central-government-permits-193-pakistan-nationals-to-return-on-may-five-126382 … pic.twitter.com/Ate2fcLBvU,[],['https://www.bhaskarhindi.com/national/news/lock-down-central-government-permits-193-pakistan-nationals-to-return-on-may-five-126382'],['https://pbs.twimg.com/media/EXAwO-MWkAAGi6H.jpg'],0,0,2,"['#lockdown', '#coronavirus', '#covid19inpakistan', '#mea']",[],https://twitter.com/DBhaskarHindi/status/1256557340167303169,False,,0,,,,,,,"[{'user_id': '868007548586274816', 'username': 'DBhaskarHindi'}]"
1255950151446933504,1255950151446933504,1588276825000,2020-04-30,16:00:25,EDT,2833837928,aryvideos,ARY Videos,,ARY NEWS HEADLINES | 12 AM | 1st MAY 2020 #PMImranKhan #COVID19InPakistan #AsadQaiser https://videos.arynews.tv/ary-news-headlines-12-am-1st-may-2020/ …,[],['https://videos.arynews.tv/ary-news-headlines-12-am-1st-may-2020/'],[],0,1,1,"['#pmimrankhan', '#covid19inpakistan', '#asadqaiser']",[],https://twitter.com/ARYVideos/status/1255950151446933504,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}]"
1255942770428194817,1255942770428194817,1588275065000,2020-04-30,15:31:05,EDT,2833837928,aryvideos,ARY Videos,,کورونا وائرس کے حوالے سے آپ کے سوالات اور طبی ماہرین کے جوابات، ٹیسٹ کا نیا طریقہ کیا؟ #PMImranKhan #COVID19InPakistan #11thHour https://videos.arynews.tv/covid-19-answers-of-the-most-asked-questions/ …,[],['https://videos.arynews.tv/covid-19-answers-of-the-most-asked-questions/'],[],0,0,0,"['#pmimrankhan', '#covid19inpakistan', '#11thhour']",[],https://twitter.com/ARYVideos/status/1255942770428194817,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}]"
1255939139347808257,1255939139347808257,1588274199000,2020-04-30,15:16:39,EDT,2833837928,aryvideos,ARY Videos,,وہ طریقہ جس سے آپ کورونا سے 95% بچ سکتے ہیں، طبی ماہرین کی تفصیلی گفتگو #CoronaVirusPakistan #COVID19InPakistan #11thHour https://videos.arynews.tv/the-most-important-precautionary-measures-to-avoid-covid-19/ …,[],['https://videos.arynews.tv/the-most-important-precautionary-measures-to-avoid-covid-19/'],[],0,0,1,"['#coronaviruspakistan', '#covid19inpakistan', '#11thhour']",[],https://twitter.com/ARYVideos/status/1255939139347808257,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}]"
1255930965261680641,1255930965261680641,1588272250000,2020-04-30,14:44:10,EDT,2833837928,aryvideos,ARY Videos,,اسپیکر قومی اسمبلی اسد قیصر کا کورونا ٹیسٹ مثبت. خاندان بھی متاثر، الیونتھ آور میں خصوصی گفتگو #PMImranKhan #COVID19InPakistan #AsadQaiser @WaseemBadami https://videos.arynews.tv/speaker-national-assembly-asad-qaiser-tests-positive-for-covid-19/ …,['waseembadami'],['https://videos.arynews.tv/speaker-national-assembly-asad-qaiser-tests-positive-for-covid-19/'],[],1,2,11,"['#pmimrankhan', '#covid19inpakistan', '#asadqaiser']",[],https://twitter.com/ARYVideos/status/1255930965261680641,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}, {'user_id': '903495284', 'username': 'WaseemBadami'}]"
1255899918931238912,1255899918931238912,1588264848000,2020-04-30,12:40:48,EDT,2833837928,aryvideos,ARY Videos,,وفاقی زیر علی زیدی نے بھی اپنا کورونا ٹیسٹ کروالیا، رپورٹ کیا آئی؟ سنئیے خود ان کی زبانی #PMImranKhan #COVID19InPakistan #offtherecord https://videos.arynews.tv/federal-minister-ali-zaidi-tests-negative-for-covid-19/ …,[],['https://videos.arynews.tv/federal-minister-ali-zaidi-tests-negative-for-covid-19/'],[],0,0,3,"['#pmimrankhan', '#covid19inpakistan', '#offtherecord']",[],https://twitter.com/ARYVideos/status/1255899918931238912,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}]"
1255893819268173826,1255893819268173826,1588263394000,2020-04-30,12:16:34,EDT,2833837928,aryvideos,ARY Videos,,احساس کیش پروگرام کے لئے میں حکومت کو سیلوٹ کرتا ہوں، رہنما ن لیگ مصدق ملک #PMImranKhan #COVID19InPakistan #offtherecord @Kashifabbasiary https://videos.arynews.tv/i-salute-the-govt-for-initiating-ehsaas-program-says-pmln-leader-musaddiq-malik/ …,['kashifabbasiary'],['https://videos.arynews.tv/i-salute-the-govt-for-initiating-ehsaas-program-says-pmln-leader-musaddiq-malik/'],[],0,5,9,"['#pmimrankhan', '#covid19inpakistan', '#offtherecord']",[],https://twitter.com/ARYVideos/status/1255893819268173826,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}, {'user_id': '589921934', 'username': 'Kashifabbasiary'}]"
1255887860256956416,1255887860256956416,1588261973000,2020-04-30,11:52:53,EDT,2833837928,aryvideos,ARY Videos,,پاکستان میں کورونا تیزی سے پھیلنے لگا، نتائج کیا ہوسکتے ہیں؟ ڈاکٹر قیصر سجاد نے خبردار کردیا #PMImranKhan #COVID19InPakistan #OffTheRecord @Kashifabbasiary https://videos.arynews.tv/covid-19-dr-qaiser-sajjad-urges-government-to-increase-testing-capacity/ …,['kashifabbasiary'],['https://videos.arynews.tv/covid-19-dr-qaiser-sajjad-urges-government-to-increase-testing-capacity/'],[],0,0,1,"['#pmimrankhan', '#covid19inpakistan', '#offtherecord']",[],https://twitter.com/ARYVideos/status/1255887860256956416,False,,0,,,,,,,"[{'user_id': '2833837928', 'username': 'ARYVideos'}, {'user_id': '589921934', 'username': 'Kashifabbasiary'}]"
